"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid"
"Evan Phillips","- - -","6.17","7.71","0.80","3.86","13.6%","17.0%","-3.4%",".271","1.97",".229","29.4%","309","243","180","13.11","10.19","2.92","7.45","6.36","17734"
"Andrew Romine","Mariners","0.00","6.00","0.00","3.00","0.0%","11.8%","-11.8%",".357","2.33",".308","45.5%","366","251","261","15.00","10.49","4.51","11.12","8.37","1159"
"Preston Guilmet","- - -","7.20","3.60","2.00","5.40","15.4%","7.7%","7.7%",".375","2.20",".353","66.2%","285","251","139","11.70","10.56","1.14","5.90","5.06","7303"
"Daniel Descalso","Diamondbacks","5.40","2.70","2.00","5.40","13.3%","6.7%","6.7%",".286","1.50",".200","90.9%","200","266","193","8.10","10.66","-2.56","7.82","6.90","8392"
"JC Ramirez","Angels","5.40","9.45","0.57","4.05","12.1%","21.2%","-9.1%",".269","2.10",".211","61.2%","227","258","167","9.45","10.96","-1.51","7.09","7.63","8302"
"Buddy Baumann","- - -","10.80","18.90","0.57","2.70","14.8%","25.9%","-11.1%",".450","4.80",".533","20.6%","707","276","260","27.00","10.96","16.04","10.53","7.75","9309"
"Johnny Barbato","Tigers","2.70","6.75","0.40","4.05","5.6%","13.9%","-8.3%",".367","2.40",".320","62.5%","281","258","217","12.15","11.11","1.04","9.22","7.65","11440"
"Pedro Florimon","Phillies","0.00","4.50","0.00","4.50","0.0%","12.5%","-12.5%",".143","1.00",".000","0.0%","223","270","197","9.00","11.16","-2.16","7.96","8.28","8385"
"Gerson Bautista","Mets","6.23","10.38","0.60","4.15","12.0%","20.0%","-8.0%",".400","3.00",".400","68.6%","328","283","205","12.46","11.24","1.22","8.29","7.07","19256"
"Justus Sheffield","Yankees","0.00","10.13","0.00","3.38","0.0%","21.4%","-21.4%",".364","2.63",".300","71.4%","238","262","197","10.13","11.41","-1.29","8.39","8.56","17285"
"Jeff Beliveau","Indians","3.86","9.64","0.40","3.86","7.7%","19.2%","-11.5%",".350","2.57",".313","68.6%","260","275","203","11.57","11.73","-0.16","8.64","7.35","8504"
"Francisco Arcia","Angels","0.00","0.00","0.00","6.00","0.0%","0.0%","0.0%",".385","1.67",".273","90.9%","216","278","152","9.00","11.83","-2.83","6.46","6.53","10286"
"Austin Adams","Nationals","0.00","27.00","0.00","0.00","0.0%","42.9%","-42.9%",".250","4.00",".250","100.0%","0","295","342","0.00","12.16","-12.16","13.81","14.26","13801"
"James Hoyt","Astros","0.00","27.00","0.00","0.00","0.0%","33.3%","-33.3%",".500","6.00",".500","100.0%","0","289","286","0.00","12.16","-12.16","12.16","9.04","14605"
"Parker Bridwell","Angels","4.05","2.70","1.50","6.75","8.3%","5.6%","2.8%",".412","2.40",".346","33.3%","421","303","150","17.55","12.91","4.64","6.38","5.54","11502"
"Tommy La Stella","Cubs","0.00","0.00","0.00","6.75","0.0%","0.0%","0.0%",".500","2.25",".400","100.0%","168","319","200","6.75","12.91","-6.16","8.12","8.44","12371"
"Tanner Rainey","Reds","9.00","15.43","0.58","5.14","15.6%","26.7%","-11.1%",".394","3.57",".409","30.9%","593","333","226","24.43","13.73","10.70","9.14","7.87","17610"
"Jeff Mathis","Diamondbacks","9.00","0.00","1.00","9.00","25.0%","0.0%","25.0%",".250","1.00",".000","100.0%","222","354","110","9.00","14.16","-5.16","4.46","4.49","3448"
"Jace Peterson","Orioles","9.00","0.00","1.00","9.00","12.5%","0.0%","12.5%",".750","6.00",".833","43.5%","828","318","105","36.00","14.16","21.84","4.46","3.98","12325"
"J.D. Davis","Astros","9.00","0.00","1.00","9.00","25.0%","0.0%","25.0%",".250","1.00",".000","100.0%","218","337","105","9.00","14.16","-5.16","4.46","3.31","16219"
"Nick Burdi","Pirates","13.50","13.50","1.00","6.75","20.0%","20.0%","0.0%",".375","3.75",".400","27.8%","512","357","207","20.25","14.41","5.84","8.38","5.99","16074"
"Eric Stout","Royals","7.71","7.71","1.00","7.71","12.5%","12.5%","0.0%",".500","3.86",".500","32.3%","532","363","128","23.14","15.16","7.98","5.43","5.30","16873"
"Jake Smolinski","Athletics","0.00","0.00","0.00","9.00","0.0%","0.0%","0.0%",".400","2.00",".250","0.0%","437","389","191","18.00","16.16","1.84","8.12","6.72","5408"
"Zach Neal","Dodgers","0.00","0.00","0.00","9.00","0.0%","0.0%","0.0%",".400","2.00",".250","100.0%","234","407","200","9.00","16.16","-7.16","8.12","7.77","11294"
"Roman Quinn","Phillies","0.00","10.80","0.00","5.40","0.0%","14.3%","-14.3%",".545","4.80",".500","26.3%","936","396","285","37.80","16.36","21.44","11.53","7.67","13546"
"Chase Whitley","Braves","9.00","9.00","1.00","9.00","16.7%","16.7%","0.0%",".400","3.00",".333","62.5%","442","430","225","18.00","17.16","0.84","9.12","6.53","10982"
"J.J. Hoover","Brewers","0.00","13.50","0.00","6.75","0.0%","20.0%","-20.0%",".500","4.50",".429","65.2%","498","428","251","20.25","17.41","2.84","10.14","8.61","9037"
"Jedd Gyorko","Cardinals","0.00","0.00","0.00","9.00","0.0%","0.0%","0.0%",".400","2.00",".250","100.0%","232","485","234","9.00","19.16","-10.16","9.46","5.54","10816"
"Taylor Motter","Mariners","9.00","9.00","1.00","9.00","16.7%","16.7%","0.0%",".250","2.00",".000","100.0%","219","482","246","9.00","20.16","-11.16","10.46","6.53","12399"
"Jesmuel Valentin","Phillies","9.00","18.00","0.50","9.00","14.3%","28.6%","-14.3%",".400","4.00",".333","38.5%","668","488","218","27.00","20.16","6.84","8.81","8.26","14548"
"Chris Gimenez","- - -","9.00","4.50","2.00","13.50","13.3%","6.7%","6.7%",".571","4.50",".556","20.8%","858","529","184","36.00","22.16","13.84","7.62","5.51","7324"
"Ryan LaMarre","Twins","0.00","0.00","0.00","13.50","0.0%","0.0%","0.0%",".333","1.50",".000","100.0%","313","528","191","13.50","22.66","-9.16","8.12","7.37","10700"
"Chris Rowley","Blue Jays","0.00","13.50","0.00","13.50","0.0%","16.7%","-16.7%",".400","4.50",".250","-62.5%","951","629","238","40.50","27.16","13.34","10.14","6.20","18820"
"Willians Astudillo","Twins","0.00","0.00","0.00","18.00","0.0%","0.0%","0.0%",".625","5.00",".500","0.0%","1044","679","230","45.00","29.16","15.84","9.77","7.61","15608"
"Drew Butera","Royals","0.00","81.00","0.00","0.00","0.0%","50.0%","-50.0%",".667","15.00",".667","60.0%","1241","721","707","54.00","30.16","23.84","30.16","16.15","3411"
"Zack Weiss","Reds","0.00","18.00","0.00","18.00","0.0%","50.0%","-50.0%","1.000","4.00",".000","0.0%","873","853","267","36.00","35.16","0.84","10.81","","15444"
"Jose Reyes","Mets","0.00","18.00","0.00","18.00","0.0%","18.2%","-18.2%",".625","7.00",".500","38.5%","1423","964","506","54.00","38.16","15.84","20.42","10.15","1736"
"Carlos Gomez","Rays","0.00","108.00","0.00","0.00","0.0%","80.0%","-80.0%",".000","12.00",".000","25.0%","1967","951","1034","81.00","39.16","41.84","44.12","29.08","4881"
"Enrique Hernandez","Dodgers","0.00","54.00","0.00","27.00","0.0%","50.0%","-50.0%",".500","9.00",".000","0.0%","2105","1519","770","81.00","60.16","20.84","31.07","17.94","10472"
