"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid"
"Zeke Spruill","Diamondbacks","7.15","3.97","1.80","2.38","16.4%","9.1%","7.3%",".347","1.94",".378","63.8%","143","172","129","5.56","6.49","-0.93","4.86","4.46","3873"
"Allen Webster","Red Sox","6.82","5.34","1.28","2.08","15.9%","12.4%","3.5%",".296","1.81",".316","57.2%","205","167","130","8.60","6.51","2.10","5.18","5.04","3993"
"Jeurys Familia","Mets","6.75","7.59","0.89","1.69","15.4%","17.3%","-1.9%",".279","1.97",".303","87.9%","118","173","146","4.22","6.52","-2.30","5.49","5.42","5114"
"Clayton Richard","Padres","4.10","3.59","1.14","2.22","10.0%","8.8%","1.3%",".298","1.63",".287","62.0%","197","178","124","7.01","6.54","0.46","4.66","4.94","3551"
"Skip Schumaker","Dodgers","4.50","13.50","0.33","0.00","8.3%","25.0%","-16.7%",".333","3.00",".375","100.0%","0","176","211","0.00","6.55","-6.55","7.91","8.02","3704"
"Cory Rasmus","- - -","8.31","5.40","1.54","2.49","19.4%","12.6%","6.8%",".267","1.71",".281","76.9%","144","176","133","5.40","6.60","-1.20","5.21","4.50","2413"
"John Maine","Marlins","8.59","6.14","1.40","2.45","17.5%","12.5%","5.0%",".429","2.73",".500","58.1%","334","185","124","12.27","6.73","5.54","4.67","4.41","4773"
"JC Ramirez","Phillies","6.00","5.63","1.07","2.25","13.8%","12.9%","0.9%",".297","1.88",".304","62.8%","200","179","146","7.50","6.84","0.66","5.47","5.10","8302"
"Shairon Martis","Twins","6.52","3.72","1.75","2.79","18.0%","10.3%","7.7%",".171","1.03",".120","69.0%","139","173","114","5.59","6.88","-1.29","4.54","4.20","6781"
"Scott Barnes","Indians","10.38","3.12","3.33","3.12","26.3%","7.9%","18.4%",".242","1.27",".250","68.2%","183","175","98","7.27","6.97","0.30","3.89","2.85","8718"
"Chris Bootcheck","Yankees","9.00","18.00","0.50","0.00","14.3%","28.6%","-14.3%",".400","4.00",".500","75.0%","222","171","211","9.00","7.05","1.95","8.41","7.79","1842"
"Daniel Bard","Red Sox","9.00","18.00","0.50","0.00","16.7%","33.3%","-16.7%",".250","3.00",".333","66.7%","215","181","211","9.00","7.05","1.95","8.41","8.72","7115"
"Trevor Bauer","Indians","5.82","8.47","0.69","1.59","13.6%","19.8%","-6.2%",".234","1.82",".240","75.5%","133","177","166","5.29","7.05","-1.75","6.60","6.66","12703"
"Shawn Camp","Cubs","5.09","3.52","1.44","2.74","12.0%","8.3%","3.7%",".343","1.87",".342","75.3%","188","187","131","7.04","7.05","0.00","4.93","4.55","1855"
"Johnny Hellweg","Brewers","2.64","7.63","0.35","0.88","5.6%","16.1%","-10.5%",".313","2.15",".319","63.0%","174","181","181","6.75","7.06","-0.31","6.81","6.47","10065"
"Kyle McClellan","Rangers","2.89","4.82","0.60","1.93","7.5%","12.5%","-5.0%",".206","1.29",".172","49.0%","182","174","161","7.71","7.12","0.60","6.38","6.10","4845"
"Brett Marshall","Yankees","5.25","5.25","1.00","2.25","13.0%","13.0%","0.0%",".283","1.67",".278","89.3%","111","173","138","4.50","7.13","-2.63","5.48","5.03","5364"
"Matt Magill","Dodgers","8.46","9.11","0.93","1.95","19.0%","20.4%","-1.5%",".250","1.99",".276","65.1%","182","192","161","6.51","7.13","-0.63","6.04","6.00","3950"
"Mike Fiers","Brewers","6.04","2.42","2.50","3.22","14.6%","5.8%","8.7%",".289","1.52",".270","61.4%","187","183","117","7.25","7.17","0.09","4.41","4.29","7754"
"Barry Enright","Angels","6.48","7.56","0.86","2.16","14.0%","16.3%","-2.3%",".333","2.28",".357","43.2%","342","189","149","12.96","7.25","5.71","5.93","5.89","2412"
"Zach Phillips","Marlins","5.40","16.20","0.33","0.00","9.1%","27.3%","-18.2%",".375","3.60",".429","83.3%","147","199","237","5.40","7.25","-1.85","8.89","8.12","99"
"Jose Contreras","Pirates","9.00","10.80","0.83","1.80","17.9%","21.4%","-3.6%",".318","2.60",".375","69.0%","251","198","146","9.00","7.25","1.75","5.47","5.66","1660"
"Hideki Okajima","Athletics","2.25","4.50","0.50","2.25","4.8%","9.5%","-4.8%",".368","2.25",".353","100.0%","58","186","145","2.25","7.30","-5.05","5.76","5.82","7763"
"Josh Wall","Dodgers","9.00","7.71","1.17","2.57","15.9%","13.6%","2.3%",".447","3.29",".517","44.6%","503","197","148","18.00","7.33","10.67","5.57","4.89","4436"
"Billy Buckner","Angels","3.63","3.63","1.00","2.60","9.6%","9.6%","0.0%",".262","1.38",".226","88.9%","123","192","141","4.67","7.37","-2.70","5.60","5.49","8253"
"Hisanori Takahashi","Cubs","9.00","6.00","1.50","3.00","21.4%","14.3%","7.1%",".250","1.67",".250","83.3%","160","196","130","6.00","7.38","-1.38","4.87","4.37","10091"
"Mitchell Boggs","- - -","6.17","7.71","0.80","1.93","13.3%","16.7%","-3.3%",".289","2.06",".303","63.6%","216","194","153","8.10","7.42","0.68","5.75","5.37","3344"
"Ramon Ortiz","Blue Jays","2.84","3.91","0.73","2.49","6.8%","9.4%","-2.6%",".324","1.78",".300","80.1%","149","184","151","6.04","7.43","-1.39","5.99","5.84","27"
"Wilmer Font","Rangers","0.00","13.50","0.00","0.00","0.0%","28.6%","-28.6%",".200","2.25",".200","100.0%","0","184","292","0.00","7.55","-7.55","11.65","11.45","5257"
"Jeff Beliveau","Rays","0.00","13.50","0.00","0.00","0.0%","25.0%","-25.0%",".333","3.00",".333","100.0%","0","194","241","0.00","7.55","-7.55","9.60","9.33","8504"
"Edgar Gonzalez","- - -","5.50","4.00","1.38","3.00","12.6%","9.2%","3.5%",".333","1.89",".328","71.4%","186","190","137","7.50","7.66","-0.16","5.45","4.91","1727"
"Jairo Asencio","Orioles","15.43","7.71","2.00","3.86","33.3%","16.7%","16.7%",".300","2.14",".400","83.3%","188","188","85","7.71","7.76","-0.05","3.36","3.24","3332"
"Nick Christiani","Reds","2.25","4.50","0.50","2.25","6.3%","12.5%","-6.3%",".154","1.00",".091","100.0%","59","208","182","2.25","8.05","-5.80","6.85","6.21","10332"
"Nick Maronde","Angels","8.44","13.50","0.63","1.69","17.9%","28.6%","-10.7%",".200","2.25",".214","56.6%","178","211","168","6.75","8.11","-1.36","6.70","7.37","12530"
"Maikel Cleto","Cardinals","19.29","3.86","5.00","3.86","33.3%","6.7%","26.7%",".417","2.57",".667","45.5%","526","221","101","19.29","8.19","11.10","3.79","2.07","5529"
"Mike Zagurski","- - -","7.11","11.37","0.63","1.42","12.5%","20.0%","-7.5%",".367","3.00",".417","45.9%","466","224","199","17.05","8.26","8.79","7.50","6.21","9683"
"Blake Wood","Indians","6.75","20.25","0.33","0.00","12.5%","37.5%","-25.0%",".200","3.00",".250","100.0%","0","209","234","0.00","8.30","-8.30","9.32","10.33","1345"
"Nathan Karns","Nationals","8.25","4.50","1.83","3.75","18.0%","9.8%","8.2%",".315","1.92",".316","76.5%","200","226","121","7.50","8.38","-0.88","4.56","4.46","12638"
"Kameron Loe","- - -","5.06","3.38","1.50","3.71","11.8%","7.9%","3.9%",".342","1.88",".319","83.8%","189","221","123","7.09","8.41","-1.32","4.69","4.43","4422"
"Cole DeVries","Twins","7.20","5.40","1.33","3.60","15.8%","11.8%","4.0%",".328","2.07",".327","57.5%","268","212","157","10.80","8.45","2.35","6.25","5.43","8201"
"Justin Germano","Blue Jays","4.50","0.00","1.00","4.50","8.3%","0.0%","8.3%",".500","3.00",".500","87.0%","222","212","103","9.00","8.55","0.45","4.10","3.91","1938"
"Tim Byrdak","Mets","5.79","3.86","1.50","3.86","14.3%","9.5%","4.8%",".263","1.50",".214","71.4%","217","229","151","7.71","8.62","-0.90","5.68","4.82","1995"
"Brett Myers","Indians","5.06","2.11","2.40","4.22","12.4%","5.2%","7.2%",".315","1.59",".271","75.0%","202","219","121","8.02","8.72","-0.70","4.80","4.64","962"
"Curtis Partch","Reds","6.17","6.56","0.94","3.09","15.1%","16.0%","-0.9%",".200","1.46",".148","82.1%","162","228","162","6.17","8.83","-2.66","6.07","5.41","1333"
"Ricky Romero","Blue Jays","6.14","9.82","0.63","2.45","12.5%","20.0%","-7.5%",".355","2.59",".375","64.0%","272","221","168","11.05","8.91","2.13","6.67","6.41","3403"
"Shawn Tolleson","Dodgers","0.00","18.00","0.00","0.00","0.0%","100.0%","-100.0%",".000","2.00",".000","100.0%","0","243","241","0.00","9.05","-9.05","9.05","","10481"
"Casper Wells","- - -","5.40","21.60","0.25","0.00","8.3%","33.3%","-25.0%",".375","4.20",".429","28.6%","720","233","279","27.00","9.05","17.95","10.69","9.94","9700"
"Edgar Olmos","Marlins","3.60","5.40","0.67","3.60","8.3%","12.5%","-4.2%",".333","2.00",".294","13.9%","196","255","159","7.20","9.25","-2.05","5.96","5.65","10174"
"Chris Leroux","Pirates","6.75","13.50","0.50","2.25","14.3%","28.6%","-14.3%",".267","2.50",".273","81.4%","188","254","170","6.75","9.30","-2.55","6.39","7.29","7645"
"Robert Carson","Mets","3.66","3.20","1.14","4.12","9.1%","8.0%","1.1%",".263","1.42",".190","61.0%","231","250","155","8.24","9.40","-1.17","5.82","5.27","2570"
"Brayan Villarreal","- - -","12.46","18.69","0.67","2.08","20.7%","31.0%","-10.3%",".400","3.92",".538","44.9%","417","208","186","20.77","9.51","11.26","8.40","7.63","5180"
"Jonathan Sanchez","Pirates","9.88","5.27","1.88","4.61","20.0%","10.7%","9.3%",".385","2.41",".419","67.5%","330","266","132","11.85","9.71","2.15","4.95","4.27","7507"
"Kyle Drabek","Blue Jays","11.57","7.71","1.50","3.86","21.4%","14.3%","7.1%",".364","2.57",".429","89.3%","190","245","139","7.71","9.90","-2.19","5.50","4.13","4359"
"Ramon Ramirez","Giants","0.00","7.94","0.00","3.18","0.0%","17.2%","-17.2%",".375","2.47",".318","53.6%","322","293","210","11.12","10.28","0.83","7.86","7.77","7986"
"Deunte Heath","White Sox","3.52","14.09","0.25","2.35","7.3%","29.3%","-22.0%",".276","2.61",".250","58.1%","289","252","224","11.74","10.35","1.39","8.92","9.13","7371"
"Sean Henn","Mets","3.38","10.13","0.33","3.38","7.7%","23.1%","-15.4%",".300","2.25",".250","100.0%","95","280","206","3.38","10.55","-7.17","7.72","7.81","2147"
"Joel Hanrahan","Red Sox","6.14","7.36","0.83","4.91","13.5%","16.2%","-2.7%",".323","2.18",".273","76.9%","234","288","170","9.82","11.23","-1.41","6.75","5.84","2186"
"Tyler Robertson","Twins","18.00","0.00","2.00","9.00","50.0%","0.0%","50.0%",".250","1.00",".000","100.0%","223","302","11","9.00","12.05","-3.05","0.41","0.12","3223"
"Pedro Villarreal","Reds","6.35","4.76","1.33","6.35","12.5%","9.4%","3.1%",".448","2.82",".429","76.9%","333","320","163","12.71","12.40","0.31","6.12","5.30","9904"
"Pedro Figueroa","Athletics","9.00","9.00","1.00","6.00","16.7%","16.7%","0.0%",".400","3.00",".400","80.7%","309","324","136","12.00","12.71","-0.71","5.41","5.04","6616"
"Daniel Stange","Angels","5.40","10.80","0.50","5.40","11.1%","22.2%","-11.1%",".286","2.40",".200","38.5%","428","344","199","16.20","13.25","2.95","7.91","7.19","9404"
"Eric Surkamp","Giants","0.00","0.00","0.00","6.75","0.0%","0.0%","0.0%",".563","3.38",".500","48.8%","684","429","264","23.63","15.05","8.58","9.91","7.20","2540"
"Jim Miller","Yankees","0.00","6.75","0.00","6.75","0.0%","12.5%","-12.5%",".429","3.00",".333","38.5%","500","365","236","20.25","15.05","5.20","9.40","9.16","7458"
"Sean Nolin","Blue Jays","0.00","6.75","0.00","6.75","0.0%","9.1%","-9.1%",".700","6.00",".667","30.3%","998","372","236","40.50","15.05","25.45","9.40","7.10","11341"
"Justin Freeman","Reds","0.00","0.00","0.00","9.00","0.0%","0.0%","0.0%",".400","2.00",".250","0.0%","471","415","190","18.00","16.05","1.95","7.15","6.24","7568"
"Anthony Recker","Mets","0.00","9.00","0.00","9.00","0.0%","20.0%","-20.0%",".250","2.00",".000","0.0%","505","507","307","18.00","19.05","-1.05","11.51","12.59","4063"
"Onelki Garcia","Dodgers","6.75","27.00","0.25","6.75","11.1%","44.4%","-33.3%",".200","3.75",".000","83.3%","377","547","309","13.50","20.30","-6.80","11.57","12.44","13674"
"Dave Bush","Blue Jays","3.00","3.00","1.00","12.00","6.7%","6.7%","0.0%",".357","2.00",".111","100.0%","369","512","177","15.00","20.71","-5.71","7.02","6.36","4635"
"Michael Belfiore","Orioles","0.00","6.75","0.00","13.50","0.0%","14.3%","-14.3%",".500","3.00",".250","100.0%","329","599","210","13.50","24.80","-11.30","8.37","7.68","9324"
"Yunesky Maya","Nationals","0.00","0.00","0.00","27.00","0.0%","0.0%","0.0%",".667","6.00",".500","0.0%","1438","1136","190","54.00","42.05","11.95","7.15","6.90","11420"
"David Carpenter","Angels","27.00","54.00","0.50","27.00","20.0%","40.0%","-20.0%",".667","12.00","1.000","0.0%","2851","1403","480","108.00","54.05","53.95","19.15","10.03","9244"
